"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","learning_rate","method","model_type","normalization","normalization_method","parameters.activation_functions","parameters.batch_sizes","parameters.dropouts","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.learning_rates","parameters.normalization_methods","hidden_dim3","hidden_layers","optimizer","output_activation_function","parameters.hidden_dim3s","parameters.hidden_layerss","parameters.optimizers","parameters.output_activation_functions","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_strategy","momentum","nesterov","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.epochs","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","actual_hidden_layers","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_scale_factor_fixed","hidden_layers_max","hidden_layers_min","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.randomize_hidden_dim_strategys","parameters.scaled_layerss","randomize_hidden_dim_strategy","scaled_layers","epoch","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss","model_architecture","hidden_layer_1_neurons","hidden_layer_2_neurons","hidden_layer_3_neurons","hidden_layer_4_neurons","hidden_layer_5_neurons"
"peach-sweep-27","finished","-","","","2024-07-26T16:25:00.000Z","87","fymxbpcj","relu","15","0.5981415791261879","500","","","0.013157889613563165","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.5825166797814441","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","12","0.6413271840782351","0.12864618888124824","0.6093265706519555","0.15262572839856148","0.6416316954575734","0.1284278417006135","Input Layer: 10 neurons
Hidden Layer 1: 44 neurons
Hidden Layer 2: 44 neurons
Output Layer: 1 neuron","44","44","","",""
"wobbly-sweep-26","finished","-","","","2024-07-26T16:16:50.000Z","485","fymxbpcj","softplus","60","0.3592405650081502","500","","","0.00028865932144762224","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.19337426541487973","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","74","0.7021419813121046","0.0887193992966786","0.61231095249424","0.15030279755592346","0.7021458579003147","0.08871708996593952","Input Layer: 10 neurons
Hidden Layer 1: 40 neurons
Hidden Layer 2: 27 neurons
Hidden Layer 3: 22 neurons
Hidden Layer 4: 14 neurons
Output Layer: 1 neuron","40","27","22","14",""
"toasty-sweep-25","finished","-","","","2024-07-26T16:11:57.000Z","290","fymxbpcj","elu","16","0.376411788280302","500","","","0.01795461016035214","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.011253569578841072","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","44","0.9608671758512414","0.0015313779258576687","0.9003527879117394","0.00992956687696278","0.9607784244601132","0.001538331987831043","Input Layer: 10 neurons
Hidden Layer 1: 32 neurons
Hidden Layer 2: 28 neurons
Hidden Layer 3: 31 neurons
Hidden Layer 4: 34 neurons
Output Layer: 1 neuron","32","28","31","34",""
"absurd-sweep-24","finished","-","","","2024-07-26T16:10:26.000Z","88","fymxbpcj","leaky_relu","37","0.5463455026534003","500","","","0.024407114024226215","","","","none","","","","","","","","","","","adam","none","","","","","","","","expand","0.6525589404563281","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","12","0.3604826966964598","0.40898238122463226","0.357406291744807","0.41292667388916016","0.36049465586074514","0.4089670851826668","Input Layer: 10 neurons
Hidden Layer 1: 183 neurons
Hidden Layer 2: 238 neurons
Hidden Layer 3: 238 neurons
Hidden Layer 4: 238 neurons
Output Layer: 1 neuron","183","238","238","238",""
"trim-sweep-23","finished","-","","","2024-07-26T16:09:01.000Z","81","fymxbpcj","relu","37","0.4301094603541267","500","","","0.03898960312673616","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.08969592267340416","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","11","0.4237896107760365","0.3320184126496315","0.42475804192607614","0.330903310328722","0.4237895849154114","0.3320184424519539","Input Layer: 10 neurons
Hidden Layer 1: 248 neurons
Hidden Layer 2: 248 neurons
Hidden Layer 3: 256 neurons
Hidden Layer 4: 265 neurons
Output Layer: 1 neuron","248","248","256","265",""
"light-sweep-22","finished","-","","","2024-07-26T16:05:50.000Z","188","fymxbpcj","elu","9","0.6059801493702077","500","","","0.06081258349410714","","","","std","","","","","","","","","","","adamw","none","","","","","","","","expand","0.8939385636814726","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","28","0.7628297951373414","0.05624970607459545","0.6714924589918145","0.10791720449924468","0.762830875012831","0.05624919384717941","Input Layer: 10 neurons
Hidden Layer 1: 46 neurons
Hidden Layer 2: 70 neurons
Hidden Layer 3: 70 neurons
Hidden Layer 4: 36 neurons
Output Layer: 1 neuron","46","70","70","36",""
"smart-sweep-21","finished","-","","","2024-07-26T15:52:33.000Z","795","fymxbpcj","elu","20","0.6285459353815291","500","","","0.015951269311549877","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.2267888305720171","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","123","-3.4171178185465862","19.510929822921753","-74.24747663050113","5662.1827392578125","-3.416614679114552","19.50648522377014","Input Layer: 10 neurons
Hidden Layer 1: 244 neurons
Hidden Layer 2: 244 neurons
Hidden Layer 3: 244 neurons
Hidden Layer 4: 244 neurons
Output Layer: 1 neuron","244","244","244","244",""
"stellar-sweep-20","finished","-","","","2024-07-26T15:49:43.000Z","169","fymxbpcj","elu","11","0.38258992676979053","500","","","0.07542973850606316","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.25194657505739426","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","25","0.6315969346811077","0.1357208185363561","-0.1244755158122901","1.264445185661316","0.6315403867357559","0.13576248660683632","Input Layer: 10 neurons
Hidden Layer 1: 95 neurons
Hidden Layer 2: 52 neurons
Hidden Layer 3: 87 neurons
Hidden Layer 4: 101 neurons
Output Layer: 1 neuron","95","52","87","101",""
"chocolate-sweep-19","finished","-","","","2024-07-26T15:48:18.000Z","81","fymxbpcj","leaky_relu","61","0.6034417975474526","500","","","0.0672392110473493","","","","none","","","","","","","","","","","adam","none","","","","","","","","expand","0.1429842745714024","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","11","0.20938908133399925","0.6250656247138977","0.2190492058550223","0.6098841428756714","0.2093881295280355","0.6250671297311783","Input Layer: 10 neurons
Hidden Layer 1: 200 neurons
Hidden Layer 2: 340 neurons
Hidden Layer 3: 512 neurons
Output Layer: 1 neuron","200","340","512","",""
"astral-sweep-18","finished","-","","","2024-07-26T15:46:29.000Z","105","fymxbpcj","relu","19","0.6293031265202459","500","","","0.050985900728550686","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","expand","0.009797640153513632","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","12","0.27278074086341386","0.5288478508591652","0.27464925642469107","0.5261337012052536","0.2727807613540173","0.5288478210568428","Input Layer: 10 neurons
Hidden Layer 1: 210 neurons
Hidden Layer 2: 358 neurons
Hidden Layer 3: 209 neurons
Output Layer: 1 neuron","210","358","209","",""
"devoted-sweep-17","finished","-","","","2024-07-26T15:27:25.000Z","1120","fymxbpcj","leaky_relu","45","0.43875954484042634","500","","","0.030866716398556177","","","","std","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.1094741811289662","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","173","0.5627391575336986","0.1911970443543396","-1.3490113014852247","5.51785409450531","0.5625774132341061","0.191338519412966","Input Layer: 10 neurons
Hidden Layer 1: 139 neurons
Hidden Layer 2: 139 neurons
Hidden Layer 3: 139 neurons
Hidden Layer 4: 139 neurons
Output Layer: 1 neuron","139","139","139","139",""
"likely-sweep-16","finished","-","","","2024-07-26T15:07:02.000Z","1221","fymxbpcj","relu","7","0.33214480901028776","500","","","0.07409873380718013","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.59161620555588","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","190","0.928610214750658","0.005096501437947154","0.8663187914182393","0.017870665527880192","0.9286775985381336","0.00508688495028764","Input Layer: 10 neurons
Hidden Layer 1: 12 neurons
Hidden Layer 2: 12 neurons
Output Layer: 1 neuron","12","12","","",""
"sunny-sweep-15","finished","-","","","2024-07-26T15:04:21.000Z","157","fymxbpcj","leaky_relu","5","0.6468634192987106","500","","","0.03369084646687124","","","","std","","","","","","","","","","","adamw","none","","","","","","","","compress","0.8213682000719968","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","23","0.761818077903442","0.05673062801361084","0.6732404714607749","0.1067717894911766","0.7618181170047575","0.05673060938715935","Input Layer: 10 neurons
Hidden Layer 1: 188 neurons
Hidden Layer 2: 150 neurons
Hidden Layer 3: 298 neurons
Hidden Layer 4: 512 neurons
Output Layer: 1 neuron","188","150","298","512",""
"lilac-sweep-14","finished","-","","","2024-07-26T15:02:51.000Z","86","fymxbpcj","relu","41","0.5248097686672316","500","","","0.08538469771093697","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","compress","0.7322736674698269","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","11","0.49296003196346816","0.2570895291864872","0.507563947055293","0.2424932662397623","0.4929600154324183","0.25708954595029354","Input Layer: 10 neurons
Hidden Layer 1: 100 neurons
Hidden Layer 2: 50 neurons
Output Layer: 1 neuron","100","50","","",""
"classic-sweep-13","finished","-","","","2024-07-26T14:59:35.000Z","194","fymxbpcj","leaky_relu","96","0.3382186399978233","500","","","0.09716814816302743","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.6015866720631958","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","29","0.6675100352373986","0.11054957666783594","0.552146901808326","0.2005723975598812","0.6674784984328406","0.11057054900447838","Input Layer: 10 neurons
Hidden Layer 1: 69 neurons
Hidden Layer 2: 110 neurons
Hidden Layer 3: 176 neurons
Output Layer: 1 neuron","69","110","176","",""
"firm-sweep-12","finished","-","","","2024-07-26T14:58:56.000Z","34","fymxbpcj","leaky_relu","95","0.3747572982003304","500","","","0.08276045860404393","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.6510816237430989","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","4","0.7669349082114965","0.054319337010383606","0.7261436060697","0.07499732449650764","0.7669529307612718","0.054310936480760574","Input Layer: 10 neurons
Hidden Layer 1: 20 neurons
Hidden Layer 2: 26 neurons
Hidden Layer 3: 19 neurons
Output Layer: 1 neuron","20","26","19","",""
"treasured-sweep-11","finished","-","","","2024-07-26T14:56:02.000Z","168","fymxbpcj","softplus","8","0.338817399488264","500","","","0.06596453813514008","","","","none","","","","","","","","","","","adam","none","","","","","","","","maintain","0.02693388792075061","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","25","0.7517373411604388","0.06163434777408838","0.7615597465906596","0.056853754445910454","0.7517373824254007","0.06163432728499174","Input Layer: 10 neurons
Hidden Layer 1: 24 neurons
Hidden Layer 2: 24 neurons
Output Layer: 1 neuron","24","24","","",""
"dainty-sweep-10","finished","-","","","2024-07-26T14:53:13.000Z","164","fymxbpcj","relu","20","0.5153031508746149","500","","","0.0056488800278617305","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.5309736051963394","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","24","0.8086108816281518","0.036629794631153345","0.7542748960643132","0.06038082670420408","0.8088056912994673","0.03655526367947459","Input Layer: 10 neurons
Hidden Layer 1: 133 neurons
Hidden Layer 2: 215 neurons
Hidden Layer 3: 348 neurons
Output Layer: 1 neuron","133","215","348","",""
"happy-sweep-9","finished","-","","","2024-07-26T14:44:15.000Z","537","fymxbpcj","leaky_relu","15","0.30564397261473314","500","","","0.08083206983017385","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","compress","0.6795406694637358","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","82","0.9805791845876228","0.00037716807128163055","0.9135364221795232","0.007475950289517641","0.9806657622628682","0.00037381274887593463","Input Layer: 10 neurons
Hidden Layer 1: 83 neurons
Hidden Layer 2: 64 neurons
Hidden Layer 3: 40 neurons
Output Layer: 1 neuron","83","64","40","",""
"sparkling-sweep-8","finished","-","","","2024-07-26T14:08:28.000Z","2146","fymxbpcj","leaky_relu","20","0.6353857970871764","500","","","0.022222653000449247","","","","none","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.3559430254038394","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","335","0.925336730597516","0.005574603797867894","0.8699441714107424","0.016914518550038338","0.925608839908606","0.00553404469974339","Input Layer: 10 neurons
Hidden Layer 1: 175 neurons
Hidden Layer 2: 175 neurons
Output Layer: 1 neuron","175","175","","",""
"electric-sweep-7","finished","-","","","2024-07-26T14:05:41.000Z","162","fymxbpcj","elu","17","0.57542584724608","500","","","0.08616327002154156","","","","none","","","","","","","","","","","adamw","none","","","","","","","","expand","0.3031965196119725","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","24","0.3064363162753886","0.4810305833816528","-0.2879139725405899","1.6587224006652832","0.30644069384192796","0.48102451115846634","Input Layer: 10 neurons
Hidden Layer 1: 79 neurons
Hidden Layer 2: 139 neurons
Output Layer: 1 neuron","79","139","","",""
"olive-sweep-6","finished","-","","","2024-07-26T14:00:14.000Z","321","fymxbpcj","leaky_relu","36","0.532390390290261","500","","","0.012278358060089927","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.8517105805623142","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","49","0.822048385518173","0.03166677709668875","0.788317486038677","0.0448094867169857","0.8221310323438271","0.03163736965507269","Input Layer: 10 neurons
Hidden Layer 1: 99 neurons
Hidden Layer 2: 99 neurons
Hidden Layer 3: 99 neurons
Output Layer: 1 neuron","99","99","99","",""
"colorful-sweep-5","finished","-","","","2024-07-26T13:58:37.000Z","92","fymxbpcj","leaky_relu","95","0.39798985602109754","500","","","0.02740701533164434","","","","none","","","","","","","","","","","adam","none","","","","","","","","expand","0.6772618882701295","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","13","0.5325612327635196","0.21849900111556053","0.4482147831253287","0.30446692556142807","0.5326196454595404","0.21844439581036568","Input Layer: 10 neurons
Hidden Layer 1: 181 neurons
Hidden Layer 2: 300 neurons
Output Layer: 1 neuron","181","300","","",""
"classic-sweep-4","finished","-","","","2024-07-26T13:54:25.000Z","247","fymxbpcj","relu","12","0.4422016103564097","500","","","0.0007386696239254264","","","","min-max","","","","","","","","","","","adamw","none","","","","","","","","compress","0.6426579604854659","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","37","0.9388390207204714","0.003740665386430919","0.8790408043706242","0.014631127007305622","0.9391450653070834","0.003703323076479137","Input Layer: 10 neurons
Hidden Layer 1: 173 neurons
Hidden Layer 2: 122 neurons
Output Layer: 1 neuron","173","122","","",""
"prime-sweep-3","finished","-","","","2024-07-26T13:51:30.000Z","171","fymxbpcj","elu","6","0.314339217324827","500","","","0.060373466430120606","","","","none","","","","","","","","","","","sgd","none","","","","","","","","expand","0.5320764873221517","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","25","0.9566523679601276","0.0018790172034641728","0.9158356371842178","0.007083639968186617","0.9565711583327894","0.0018860642885556445","Input Layer: 10 neurons
Hidden Layer 1: 246 neurons
Hidden Layer 2: 400 neurons
Hidden Layer 3: 512 neurons
Hidden Layer 4: 512 neurons
Output Layer: 1 neuron","246","400","512","512",""
"mild-sweep-2","finished","-","","","2024-07-26T13:47:18.000Z","250","fymxbpcj","softplus","77","0.366114266367179","500","","","0.07150283735506105","","","","none","","","","","","","","","","","adam","none","","","","","","","","maintain","0.27180970268381666","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","38","0.6525174733238692","0.12074410634522792","0.6898808223930921","0.09617390431958484","0.6525174733238692","0.12074410634522792","Input Layer: 10 neurons
Hidden Layer 1: 84 neurons
Hidden Layer 2: 84 neurons
Output Layer: 1 neuron","84","84","","",""
"northern-sweep-1","finished","-","","","2024-07-26T13:45:47.000Z","85","fymxbpcj","softplus","37","0.5177598575105045","500","","","0.06457248512379145","","","","none","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.42981490718516585","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","11","-Infinity","Infinity","-Infinity","Infinity","-Infinity","Infinity","Input Layer: 10 neurons
Hidden Layer 1: 185 neurons
Hidden Layer 2: 185 neurons
Hidden Layer 3: 185 neurons
Hidden Layer 4: 185 neurons
Output Layer: 1 neuron","185","185","185","185",""
"electric-sweep-18","crashed","-","","","2024-07-26T09:10:07.000Z","1343","jnmgv85o","leaky_relu","24","0.3322331816473522","500","","","0.07206555026587276","","","","none","","","","","","","","","","","rmsprop","none","","","","","","","","expand","0.7248220009075056","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","210","","","-4.871885813509743","34.47904300689697","-4.7468240508517185","33.025986671447754","Input Layer: 10 neurons
Hidden Layer 1: 181 neurons
Hidden Layer 2: 205 neurons
Output Layer: 1 neuron","181","205","","",""
"valiant-sweep-17","finished","-","","","2024-07-26T09:06:37.000Z","208","jnmgv85o","leaky_relu","77","0.4626602714264798","500","","","0.0904840509822145","","","","std","","","","","","","","","","","adam","none","","","","","","","","maintain","0.44549300964375066","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","31","0.6691022713314944","0.10949330683797598","0.5405898993142125","0.2110576406121254","0.6690444943650898","0.10953154671005905","Input Layer: 10 neurons
Hidden Layer 1: 153 neurons
Hidden Layer 2: 153 neurons
Hidden Layer 3: 153 neurons
Output Layer: 1 neuron","153","153","153","",""
"morning-sweep-16","finished","-","","","2024-07-26T08:53:54.000Z","760","jnmgv85o","elu","78","0.6145529370358538","500","","","0.005401904470062895","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.5197278492421877","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","117","0.8803929743049124","0.01430584059562534","0.8102532430474861","0.03600383177399635","0.8797449107837794","0.014461286482401192","Input Layer: 10 neurons
Hidden Layer 1: 172 neurons
Hidden Layer 2: 282 neurons
Hidden Layer 3: 512 neurons
Output Layer: 1 neuron","172","282","512","",""
"snowy-sweep-15","finished","-","","","2024-07-26T08:53:27.000Z","23","jnmgv85o","relu","10","0.3880455814938026","500","","","0.05162512052591915","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.2725710894297956","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","true","","2","0.43302650245934704","0.32145894691348076","0.4331523214771083","0.32131629064679146","0.4330264761774116","0.32145897671580315","Input Layer: 10 neurons
Hidden Layer 1: 241 neurons
Hidden Layer 2: 241 neurons
Output Layer: 1 neuron","241","241","","",""
"zany-sweep-14","finished","-","","","2024-07-26T08:51:57.000Z","86","jnmgv85o","relu","22","0.6946390601302773","500","","","0.07474041265348026","","","","std","","","","","","","","","","","adam","none","","","","","","","","expand","0.44089900690930495","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","12","0.10437186414065702","0.8021497577428818","0.1096567465730094","0.7927111089229584","0.10437187245948976","0.8021497428417206","Input Layer: 10 neurons
Hidden Layer 1: 183 neurons
Hidden Layer 2: 332 neurons
Hidden Layer 3: 512 neurons
Output Layer: 1 neuron","183","332","512","",""
"toasty-sweep-13","finished","-","","","2024-07-26T08:50:27.000Z","86","jnmgv85o","softplus","53","0.5373893852501532","500","","","0.049199233487866326","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.8742817363202309","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","11","NaN","NaN","NaN","NaN","NaN","NaN","Input Layer: 10 neurons
Hidden Layer 1: 210 neurons
Hidden Layer 2: 210 neurons
Hidden Layer 3: 306 neurons
Hidden Layer 4: 446 neurons
Output Layer: 1 neuron","210","210","306","446",""
"mild-sweep-12","finished","-","","","2024-07-26T08:44:19.000Z","362","jnmgv85o","relu","74","0.356665074074254","500","","","0.03469041383368286","","","","none","","","","","","","","","","","adam","none","","","","","","","","compress","0.8567371107742056","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","true","","55","0.8598158091029711","0.01965160737745464","0.7902971390013199","0.04397528991103172","0.8598290445367275","0.019647896755486727","Input Layer: 10 neurons
Hidden Layer 1: 60 neurons
Hidden Layer 2: 30 neurons
Hidden Layer 3: 59 neurons
Hidden Layer 4: 29 neurons
Output Layer: 1 neuron","60","30","59","29",""
"blooming-sweep-11","finished","-","","","2024-07-26T08:30:01.000Z","856","jnmgv85o","leaky_relu","27","0.36380792155419633","500","","","0.098751076936935","","","","min-max","","","","","","","","","","","rmsprop","none","","","","","","","","maintain","0.17803625219376826","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","132","-6.942149445095297","63.07773780822754","-9.041541978581636","100.8325653076172","-6.948555523622476","63.179534912109375","Input Layer: 10 neurons
Hidden Layer 1: 242 neurons
Hidden Layer 2: 242 neurons
Output Layer: 1 neuron","242","242","","",""
"smart-sweep-10","finished","-","","","2024-07-26T08:16:22.000Z","813","jnmgv85o","elu","34","0.613088209745178","500","","","0.022263549592644007","","","","std","","","","","","","","","","","sgd","none","","","","","","","","maintain","0.7574069804725949","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","false","4","2","","","","","","","","","","","","","","","","","","","","","false","","126","0.9704594154034684","0.0008726461383048445","0.8749088716386193","0.015647790394723415","0.9702228297666168","0.0008866798671078868","Input Layer: 10 neurons
Hidden Layer 1: 91 neurons
Hidden Layer 2: 91 neurons
Hidden Layer 3: 91 neurons
Output Layer: 1 neuron","91","91","91","",""
"spring-sweep-9","finished","-","","","2024-07-26T08:13:26.000Z","171","jnmgv85o","relu","21","0.6096985039264243","500","","","0.042693111066283325","","","","min-max","","","","","","","","","","","sgd","none","","","","","","","","expand","0.6448006872602998","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","25","0.7489414933312484","0.06303037377074361","0.7428045359693909","0.0661495067179203","0.7489838455124451","0.06300910981371999","Input Layer: 10 neurons
Hidden Layer 1: 252 neurons
Hidden Layer 2: 403 neurons
Hidden Layer 3: 512 neurons
Hidden Layer 4: 512 neurons
Output Layer: 1 neuron","252","403","512","512",""
"jumping-sweep-8","finished","-","","","2024-07-26T08:00:20.000Z","784","jnmgv85o","leaky_relu","98","0.3966447826726638","500","","","0.04233627691298833","","","","std","","","","","","","","","","","sgd","none","","","","","","","","expand","0.8776798162413421","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","4","","","256","8","","2","1.01","true","4","2","","","","","","","","","","","","","","","","","","","","","false","","121","0.9597302340030204","0.0016216540534514934","0.9434693495673886","0.0031957144383341074","0.959683701354332","0.0016254039364866912","Input Layer: 10 neurons
Hidden Layer 1: 233 neurons
Hidden Layer 2: 392 neurons
Output Layer: 1 neuron","233","392","","",""
